occ,delta_e_2023,delta_DAIOE_2023,pctl_new_2023
51-4062.00,0.2914951475175672,0.08496942102628828,27.46113989637306
51-4071.00,0.17857816406944757,0.031890160682414535,1.9689119170984455
51-4072.00,0.24997687324729384,0.06248843715849361,16.16580310880829
51-4081.00,0.28109004276416333,0.07901161214115916,23.316062176165804
51-4111.00,0.3079601020604598,0.09483942446108883,31.39896373056995
51-4121.06,0.22747649115414387,0.051745554027801295,9.94818652849741
51-4121.07,0.190432291999362,0.036264457836130276,3.8341968911917097
51-4122.00,0.24915919635764713,0.06208030512958856,15.751295336787564
51-4191.00,0.24399468448882217,0.05953340605879988,14.61139896373057
51-4192.00,0.2880594564062059,0.08297825042503883,25.906735751295336
51-4193.00,0.2774682714076685,0.07698864163795958,22.383419689119172
51-4194.00,0.25903876790602043,0.06710108327826912,18.54922279792746
51-5111.00,0.37998785472806473,0.14439076974083684,43.626943005181346
51-5112.00,0.2863687257304697,0.08200704707649296,25.492227979274613
51-5113.00,0.26793996940677794,0.0717918272057051,20.82901554404145
51-6011.00,0.23034849114263278,0.05306042737168758,11.50259067357513
51-6021.00,0.13218680296854168,0.017473350879044062,0.10362694300518134
51-6031.00,0.21311662227738823,0.04541869469092297,6.7357512953367875
51-6041.00,0.21277723374466023,0.045274151200029776,6.632124352331606
51-6042.00,0.23376191353880976,0.05464463222132597,12.435233160621761
51-6051.00,0.2491905317443705,0.062095921111042125,15.854922279792746
51-6052.00,0.28769818418792026,0.08277024518502649,25.803108808290155
51-6061.00,0.26635434902167654,0.07094463924276108,20.310880829015545
51-6062.00,0.22786325998773949,0.05192166525224016,10.05181347150259
51-6063.00,0.22001942674817582,0.048408548146595905,7.875647668393782
51-6064.00,0.22894330237832197,0.05241503570389177,10.880829015544041
51-6091.00,0.2627941444898999,0.06906076237817839,19.481865284974095
51-6092.00,0.3696139087187269,0.13661444151833538,41.55440414507772
51-6093.00,0.22890707239585964,0.052398447792843326,10.77720207253886
51-7011.00,0.2369337123041537,0.05613758402622747,12.953367875647668
51-7021.00,0.24741560836731585,0.061214483263769014,15.336787564766839
51-7031.00,0.29546206481650256,0.08729783174563116,28.60103626943005
51-7032.00,0.23622988891017693,0.05580456041451454,12.849740932642487
51-7041.00,0.2167160821990329,0.04696586028369799,7.461139896373057
51-7042.00,0.24257711589747383,0.05884365715713645,14.196891191709845
51-8011.00,0.45284290764801793,0.2050666990071113,57.512953367875646
51-8012.00,0.4393448318355606,0.19302388126061704,54.715025906735754
51-8013.00,0.3399430702374494,0.11556129100246346,37.512953367875646
51-8021.00,0.31117817623727245,0.096831857366355,32.12435233160622
51-8031.00,0.2972285303880563,0.08834479927664371,28.911917098445596
51-8091.00,0.32912183354933044,0.10832118131887318,35.129533678756474
51-8092.00,0.32612976389308285,0.10636062289695797,34.196891191709845
51-8093.00,0.3265307536128852,0.10662233305499874,34.40414507772021
51-8099.01,0.29299557725878855,0.08584640829321073,27.7720207253886
51-8099.03,0.2786075209905765,0.07762215075251452,22.901554404145077
51-8099.04,0.308393266571673,0.09510640686674696,31.502590673575128
51-9011.00,0.3149288500322844,0.09918018058265707,32.74611398963731
51-9012.00,0.2547052703165796,0.06487477472704188,17.409326424870468
51-9021.00,0.2491961592100478,0.0620987257650395,15.958549222797927
51-9022.00,0.22836333134998796,0.05214981110526439,10.259067357512953
51-9023.00,0.2639696713908286,0.06967998741418203,19.792746113989637
51-9031.00,0.2359053963515121,0.05565135602776401,12.642487046632125
51-9032.00,0.24551038149109783,0.06027534741990439,15.025906735751295
51-9041.00,0.25077085630047313,0.06288602236967254,16.269430051813472
51-9051.00,0.26544655787613614,0.0704618750882889,20.10362694300518
51-9061.00,0.37141167966979594,0.1379466357951391,41.968911917098445
51-9071.01,0.30170935455433084,0.09102853462559092,29.844559585492227
51-9071.06,0.3103004014480555,0.0962863391388244,31.917098445595855
51-9071.07,0.3156018340909023,0.09960451768154142,32.84974093264249
51-9081.00,0.3275407752091054,0.10728295942458171,34.818652849740936
51-9082.00,0.3271884720082351,0.10705229621508364,34.715025906735754
51-9083.00,0.2609655548999358,0.0681030208442314,19.067357512953368
51-9111.00,0.253807375967119,0.0644181840953145,16.89119170984456
51-9121.00,0.230114659702805,0.05295275661013775,11.398963730569948
51-9122.00,0.1887660463950695,0.03563262027162553,3.523316062176166
51-9123.00,0.19536904217560144,0.038169062640611935,4.352331606217617
51-9141.00,0.29198150495268654,0.08525319923443572,27.66839378238342
51-9151.00,0.3317007245473041,0.1100253706652065,35.64766839378238
51-9191.00,0.22863471991051448,0.052273835148559405,10.362694300518134
51-9192.00,0.2317087848703971,0.05368896098611596,12.020725388601036
51-9193.00,0.2565738610344903,0.06583014616614595,17.72020725388601
51-9194.00,0.28309857033847247,0.08014480052768705,24.041450777202073
51-9195.03,0.2250980976442185,0.05066915356304613,8.911917098445596
51-9195.04,0.2481086587235707,0.061557906533609284,15.544041450777202
51-9195.05,0.23726982688906315,0.05629697075196599,13.160621761658032
51-9195.07,0.22566896094746414,0.05092647993510809,9.015544041450777
51-9196.00,0.26702109247834566,0.07130026382832923,20.72538860103627
51-9197.00,0.20088741299056012,0.040355752698039864,4.870466321243524
51-9198.00,0.2036315319828353,0.04146580081767647,5.492227979274611
51-9199.01,0.21190357764544376,0.04490312621893861,6.321243523316062
53-1011.00,0.30589651600907997,0.09357267850649331,30.88082901554404
53-1021.00,0.39581287753824734,0.1566678340251076,46.424870466321245
53-1021.01,0.4197419169805306,0.17618327687049062,51.295336787564764
53-1031.00,0.4051312231544334,0.16413130797460732,48.29015544041451
53-2011.00,0.3035111716349452,0.09211903130721714,30.259067357512954
53-2012.00,0.3225279438472697,0.10402427456234754,33.98963730569948
53-2021.00,0.49858933848589304,0.24859132845180043,67.35751295336787
53-2022.00,0.4376162154691728,0.19150795204156146,54.40414507772021
53-2031.00,0.33758308661290426,0.11396234036709561,36.994818652849744
53-3011.00,0.2830115007492261,0.0800955095563292,23.83419689119171
53-3021.00,0.22875444756897273,0.0523285972825859,10.466321243523316
53-3022.00,0.26025943093795023,0.06773497139214568,18.756476683937823
53-3031.00,0.26290707292625787,0.06912012899465267,19.585492227979273
53-3032.00,0.20360198738586427,0.041453769267473635,5.38860103626943
53-3033.00,0.21195851554033507,0.04492641231006246,6.424870466321243
53-3041.00,0.24129637625718098,0.05822394119484705,13.989637305699482
53-4011.00,0.2784841620769516,0.07755342852770185,22.694300518134714
53-4012.00,0.2514338207574743,0.06321896622070171,16.373056994818654
53-4013.00,0.25834236501536056,0.06674077756172979,18.134715025906736
53-4021.00,0.22881722659938675,0.052357323188635105,10.67357512953368
53-4031.00,0.31932815303971185,0.10197046932375363,33.36787564766839
53-4041.00,0.25577125124447,0.06541893296316179,17.512953367875646
53-5011.00,0.23761650680163976,0.056461604304613715,13.264248704663212
53-5021.01,0.3128375215600363,0.09786731489582617,32.43523316062176
53-5021.02,0.2862403013237861,0.08193351010193185,25.38860103626943
53-5021.03,0.29173304103292597,0.08510816723031886,27.564766839378237
53-5022.00,0.2447502066193453,0.05990266364021221,14.922279792746114
53-5031.00,0.33396243245170965,0.11153090628906273,36.26943005181347
53-6011.00,0.2651603938185433,0.07031003445000497,20.0
53-6021.00,0.2262790391647721,0.05120220356533246,9.22279792746114
53-6031.00,0.2304693969515702,0.05311614293122044,11.606217616580311
53-6041.00,0.40771909741984425,0.16623486240085245,49.015544041450774
53-6051.01,0.39274279057113215,0.15424689954560017,45.803108808290155
53-6051.07,0.2911071314762534,0.08474336199633267,27.150259067357513
53-6051.08,0.37371595011374037,0.13966361136941569,42.487046632124354
53-6061.00,0.3505235166695677,0.12286673573840072,38.75647668393783
53-7011.00,0.27856450363305196,0.07759818268432862,22.797927461139896
53-7021.00,0.21517707822571752,0.04630117499375656,7.150259067357513
53-7031.00,0.2207102283033348,0.04871300487771017,8.186528497409327
53-7032.00,0.2182186441279288,0.04761937664503163,7.772020725388601
53-7033.00,0.21080998366948706,0.0444408492147294,6.217616580310881
53-7041.00,0.23472007309085124,0.05509351271177455,12.538860103626943
53-7051.00,0.18454505600910218,0.03405687769740266,2.901554404145078
53-7061.00,0.12757132504893204,0.016274442974740275,0.0
53-7062.00,0.1803729178530441,0.032534389494820994,2.4870466321243523
53-7063.00,0.2405259335221301,0.05785272469669214,13.8860103626943
53-7064.00,0.17119232544817303,0.029306812292353192,1.3471502590673574
53-7071.00,0.2838033306859683,0.08054433050844907,24.248704663212436
53-7072.00,0.26967420308250556,0.07272417580818445,21.243523316062177
53-7073.00,0.22941971852002793,0.052633407245808846,11.088082901554404
53-7081.00,0.20103275987860744,0.040414170544409836,4.974093264248705
53-7111.00,0.1574369844052777,0.024786404058627653,0.6217616580310881
53-7121.00,0.22724800204876616,0.05164165443515603,9.740932642487047
